no of sites,inc mat,freq breakdown,inacc cost,satisfaction,delay rate
84,60,92,49,95,92.59800000000001
61,51,54,51,90,74.825
63,56,41,46,89,71.89699999999999
39,75,73,93,77,87.014
62,52,42,66,47,65.493
72,91,62,46,69,82.839
82,90,38,91,90,95.23899999999999
35,81,96,94,94,97.53
65,74,62,56,70,79.672
96,87,72,99,60,100.785
32,57,89,64,81,78.765
62,52,30,40,67,61.147
72,37,33,98,67,74.733
57,88,41,78,71,81.619
85,42,77,96,61,87.87899999999999
93,49,63,37,30,66.175
94,35,98,54,65,84.247
49,71,30,90,40,68.172
51,40,86,67,64,75.047
74,77,77,36,95,87.507
50,42,78,37,56,64.091
66,94,80,40,34,76.478
52,93,67,81,81,91.15199999999999
60,88,40,85,46,77.677
64,100,46,85,31,79.362
54,96,52,62,44,75.026
43,70,69,61,40,68.945
90,37,66,33,74,73.06099999999999
52,76,91,91,35,84.02
40,76,96,34,64,75.59
60,95,72,50,83,87.75300000000001
74,45,52,83,93,84.53
57,38,99,51,49,71.62
31,71,96,97,94,94.851
62,42,70,46,68,70.16999999999999
79,65,85,93,77,97.18199999999999
41,47,79,47,98,76.097
95,36,67,41,60,72.785
72,74,92,67,57,88.174
79,43,95,79,65,87.91199999999999
96,32,69,42,39,67.637
57,89,58,100,53,86.947
39,90,81,34,97,83.189
74,34,96,66,37,74.731
98,64,31,34,34,63.488
58,74,100,74,95,97.749
97,99,85,65,31,91.75999999999999
40,40,37,76,46,58.20599999999999
35,72,79,38,99,78.803
33,56,66,38,71,64.383
33,87,57,57,39,66.52799999999999
73,42,50,71,97,81.132
81,93,72,89,42,91.779
56,64,97,93,94,98.465
42,30,61,55,43,56.268
75,97,57,52,80,87.96199999999999
85,90,36,41,31,68.872
66,87,42,56,53,74.041
95,54,57,64,99,89.881
77,50,87,57,53,78.898
62,33,67,68,55,69.40299999999999
95,100,96,61,39,95.19200000000001
74,48,93,68,43,79.371
72,53,64,43,58,70.631
42,93,66,76,37,76.493
98,76,75,98,71,101.76899999999999
39,72,82,38,74,74.378
89,92,55,72,33,82.987
33,63,82,46,51,67.039
90,40,54,86,87,86.929
82,72,38,75,76,83.529
32,31,41,34,43,44.108999999999995
44,80,88,62,32,74.546
69,99,99,77,52,96.46099999999998
42,97,34,36,100,75.376
49,37,89,54,67,72.13900000000001
74,92,53,30,58,74.788
31,71,42,82,40,64.8
83,48,70,92,61,86.179
30,46,48,91,69,69.214
85,55,90,61,73,88.65799999999999
93,75,74,75,78,96.19699999999999
86,69,48,69,89,87.93199999999999
64,50,69,47,92,78.485
66,79,60,64,90,87.49
32,97,94,40,78,83.178
83,98,31,54,52,77.42399999999999
90,31,87,50,48,74.482
33,98,32,97,94,86.307
46,96,42,34,76,71.68599999999999
30,70,88,71,95,86.34
76,40,63,47,53,67.93
61,35,92,40,94,78.5
56,93,92,95,93,104.562
66,79,32,81,56,76.459
80,74,56,67,96,90.88099999999999
40,61,41,88,51,68.447
79,80,40,96,63,87.161
74,70,50,38,85,77.247
81,75,43,100,91,94.989
36,59,73,94,59,78.217
39,30,64,47,73,61.67999999999999
78,78,70,33,51,75.502
67,38,59,76,65,74.27499999999999
37,46,53,77,92,74.36099999999999
59,99,50,55,67,80.414
80,41,32,75,58,69.60699999999999
48,88,57,58,62,76.28
96,77,47,30,77,79.643
58,39,39,84,40,63.28
34,71,41,56,57,63.129000000000005
100,99,97,62,100,111.59
53,97,47,39,46,68.709
52,37,31,72,80,66.27199999999999
54,89,46,54,73,77.01499999999999
71,58,53,49,37,65.238
60,58,79,65,73,81.62799999999999
100,91,81,54,81,99.13499999999999
31,38,93,69,70,73.38300000000001
44,90,55,38,53,68.24700000000001
56,49,99,38,62,74.08800000000001
96,54,92,72,96,99.872
48,99,92,84,98,102.642
75,30,93,62,81,83.073
57,44,33,93,35,63.756
31,91,60,99,80,88.00300000000001
52,30,91,96,50,77.686
89,82,61,84,99,101.097
35,80,50,46,68,68.02799999999999
61,100,38,98,51,84.743
52,32,37,66,34,53.788
83,92,81,68,89,100.62700000000001
72,72,84,39,47,76.48
63,75,78,100,73,94.763
53,43,100,84,94,91.16
31,78,77,65,87,82.432
97,54,76,46,53,79.357
61,87,94,69,64,91.37299999999999
54,32,98,74,48,74.53
85,99,88,60,84,101.358
69,49,33,45,62,62.831
93,91,32,76,100,95.486
50,75,93,57,39,76.49799999999999
81,36,52,81,50,73.007
85,42,42,55,38,63.741
38,31,60,95,40,64.285
65,41,80,99,37,78.376
48,70,80,80,40,77.45599999999999
97,84,30,68,32,75.654
55,61,93,100,70,92.33599999999998
79,91,51,61,56,82.309
89,49,73,57,71,82.55199999999999
87,55,52,77,49,77.87799999999999
58,56,81,69,41,74.276
61,72,38,96,62,80.11999999999999
86,81,93,56,37,85.94099999999999
70,56,79,82,42,80.096
49,71,100,79,61,87.72399999999999
74,37,85,55,70,78.191
42,34,99,34,95,74.15299999999999
39,30,77,92,91,80.197
77,34,75,100,96,93.05
63,41,36,93,52,69.37299999999999
68,73,30,96,87,86.231
33,96,55,39,86,75.37700000000001
99,33,91,94,96,100.576
51,87,36,65,45,69.17399999999999
94,90,64,93,80,102.523
64,37,74,80,38,71.322
86,94,63,32,85,87.721
61,93,73,64,30,78.168
63,79,76,91,83,95.51400000000001
97,96,51,80,46,90.05199999999999
80,67,55,76,89,89.40100000000001
50,54,40,89,90,78.713
82,99,91,79,34,93.73100000000001
42,87,67,91,48,81.613
76,71,92,56,85,92.597
82,94,43,40,79,82.347
90,38,87,81,72,89.603
67,97,56,78,99,96.755
82,38,81,31,76,75.033
34,49,79,51,60,66.553
72,63,87,79,35,81.796
62,86,33,73,82,81.869
80,94,71,90,88,103.05
30,32,33,44,35,42.387
38,58,82,54,82,76.568
79,47,79,61,44,75.465
59,80,36,32,83,70.69300000000001
89,84,90,58,77,96.95299999999999
87,36,34,55,37,60.564
90,47,61,43,58,72.791
71,78,59,75,82,88.925
56,31,46,86,41,63.283
44,73,44,78,61,73.095
93,91,70,76,66,96.428
87,69,86,40,94,91.624
43,89,65,78,65,82.861
70,52,34,52,49,62.56499999999998
66,54,93,61,88,88.22300000000001
78,96,84,55,49,88.16599999999998
87,60,88,96,45,91.519
62,82,65,47,63,77.728
78,48,49,78,72,79.138
97,100,76,99,71,107.86999999999999
46,53,69,44,50,63.842
60,69,32,43,97,73.378
96,98,83,51,70,96.939
83,81,33,35,52,69.14699999999999
38,30,46,64,60,57.992000000000004
85,42,43,75,38,68.845
59,87,63,76,63,84.781
37,76,79,59,86,82.18100000000001
59,39,90,60,30,67.684
87,62,94,87,30,87.609
55,52,53,77,94,80.67099999999999
61,62,100,70,90,93.35
53,94,62,67,75,85.54599999999999
63,44,56,71,42,67.189
88,89,49,59,63,84.74000000000001
78,93,57,35,74,82.11099999999999
54,83,97,88,42,88.662
79,92,34,64,67,81.82900000000001
55,81,47,87,30,73.03299999999999
100,69,68,64,71,90.575
43,80,64,34,89,75.60900000000001
73,98,76,72,67,94.03299999999999
68,43,77,37,67,71.142
89,90,84,34,78,91.366
100,97,97,83,96,115.225
30,75,30,71,99,74.388
44,99,89,92,73,96.761
32,40,38,63,53,55.06999999999999
82,61,50,45,31,65.458
46,100,69,42,69,79.479
31,78,48,37,67,63.651999999999994
38,47,39,92,56,66.256
43,32,39,41,33,45.778
40,70,74,79,87,85.328
79,95,69,32,79,86.265
53,98,53,75,41,77.94
63,36,39,84,49,65.963
42,92,73,92,59,87.235
83,59,60,67,33,73.48799999999999
84,69,72,55,49,80.10199999999999
80,75,31,90,39,76.649
71,65,50,41,90,77.25500000000001
66,58,55,96,81,86.717
37,97,98,68,98,97.06799999999998
87,33,98,78,75,90.34700000000001
87,64,100,89,36,91.517
94,61,71,72,48,84.212
51,65,89,57,84,84.34899999999999
76,41,65,71,44,72.289
50,36,84,93,80,83.57900000000001
50,64,41,56,79,70.683
67,77,92,35,69,82.86
36,77,46,34,68,63.646
98,30,67,82,66,83.48
40,90,39,92,99,87.767
90,43,33,66,54,69.592
87,40,59,39,61,69.632
40,81,73,40,45,68.001
87,83,79,93,77,102.04599999999999
46,82,36,86,86,81.892
63,37,43,82,96,78.21199999999999
97,99,50,69,35,85.172
75,41,41,56,88,73.326
58,69,96,97,43,88.40199999999999
93,97,68,87,31,91.502
47,99,58,51,88,83.635
30,53,54,76,57,65.801
32,79,75,68,60,76.544
77,47,98,91,92,98.667
90,79,38,61,98,89.161
97,63,74,72,80,93.99799999999999
47,91,100,54,58,85.30999999999999
70,78,73,86,46,85.95199999999998
76,87,54,89,60,89.123
73,77,78,63,41,80.84
63,67,33,82,57,73.537
63,100,91,41,42,82.10300000000001
78,94,44,62,100,92.114
76,64,31,40,74,69.422
54,62,37,37,62,61.404999999999994
83,51,49,77,51,75.69200000000001
76,76,41,54,74,78.192
33,94,60,91,89,89.47999999999999
64,64,96,91,35,85.216
37,79,55,88,84,83.614
66,47,46,68,70,72.338
93,84,80,49,59,88.88399999999999
98,61,93,55,60,89.357
99,31,36,51,43,63.233999999999995
63,89,85,55,83,91.40199999999999
50,83,63,33,90,77.79299999999999
61,33,96,78,30,72.542
70,57,32,94,97,85.263
77,100,47,78,85,94.28099999999999
30,49,47,79,44,60.661
70,50,93,92,67,90.60299999999998
75,36,35,44,38,55.476
30,60,66,84,48,70.176
69,35,92,95,83,91.106
73,47,98,45,41,74.026
33,63,74,98,61,80.173
43,43,89,58,46,67.978
54,56,32,69,68,67.967
79,100,37,59,93,89.66799999999999
44,94,83,59,58,82.383
49,39,83,78,44,71.36
92,75,91,67,83,99.38400000000001
50,80,89,94,33,84.26299999999999
40,75,95,38,45,71.419
71,95,78,41,78,88.46699999999998
50,73,35,65,92,76.787
75,65,61,44,69,76.491
99,93,76,64,97,104.51100000000001
87,33,51,34,65,65.737
94,64,50,97,90,96.18499999999999
41,76,87,97,62,88.455
70,51,52,95,63,80.592
34,84,36,76,58,70.18599999999999
48,53,93,46,32,66.258
84,74,96,84,78,101.33
56,55,80,68,88,84.57600000000001
85,50,60,69,32,72.017
42,56,66,32,34,56.038
100,51,32,38,43,64.221
83,42,70,45,43,68.884
93,93,77,36,94,95.76400000000001
95,30,48,73,34,68.091
50,48,81,43,43,64.55999999999999
71,68,47,87,79,85.73800000000001
82,83,52,71,46,81.307
97,45,45,86,84,86.91199999999999
89,56,95,40,94,91.132
76,63,98,32,66,81.622
64,73,55,39,62,71.387
100,59,33,78,70,82.75200000000001
91,70,39,53,81,81.34199999999998
57,89,34,61,87,79.944
67,80,91,64,60,88.19
30,38,91,84,42,69.438
70,93,79,95,70,99.143
63,70,72,38,58,73.338
57,46,42,83,99,79.69
84,66,61,80,80,90.356
39,74,73,48,77,75.835
56,37,30,76,70,65.518
59,84,47,81,59,80.38000000000001
87,74,92,91,92,106.21099999999998
54,50,97,58,95,86.305
78,73,42,56,94,83.574
30,99,86,96,36,84.548
87,45,76,90,30,79.798
34,94,86,35,59,75.10799999999999
81,53,38,100,52,78.84599999999999
90,75,66,47,54,80.835
32,85,81,60,68,79.488
82,46,30,56,84,72.57600000000001
68,58,47,65,34,66.201
65,85,58,57,66,80.643
33,87,65,89,79,86.056
64,77,67,63,46,77.20299999999999
95,46,44,91,99,91.318
73,45,98,93,77,94.02199999999999
41,91,48,50,56,69.708
61,71,90,42,81,84.097
89,83,100,90,63,103.495
94,74,56,44,37,74.225
95,49,83,75,96,96.94299999999998
42,61,79,68,63,76.283
69,90,60,58,54,80.622
38,77,64,69,45,71.39200000000001
64,57,80,47,74,78.467
87,66,78,60,56,84.49
77,30,57,66,87,77.215
88,48,93,92,57,92.021
67,77,53,43,88,79.943
51,82,40,76,65,76.50299999999999
52,95,59,78,42,79.404
89,96,37,59,32,76.167
98,74,53,66,57,84.70700000000001
78,61,90,95,35,87.38000000000001
34,49,46,71,81,68.506
63,42,37,74,62,67.694
31,65,32,59,37,54.571999999999996
31,93,51,67,48,70.679
54,77,88,48,65,80.917
32,77,70,54,85,77.559
89,42,73,80,67,85.453
35,89,72,82,84,88.25999999999999
79,48,61,95,84,89.379
62,92,50,96,47,84.495
57,64,53,75,83,80.90199999999999
39,66,35,81,68,70.425
32,71,89,64,63,77.771
39,32,30,31,47,43.614
51,97,45,37,80,75.58099999999999
44,44,56,32,73,60.708999999999996
43,35,31,81,46,57.462999999999994
76,75,39,56,98,83.826
75,67,94,63,56,86.463
57,97,44,41,79,77.516
99,69,77,43,88,91.591
30,48,74,48,41,58.73700000000001
86,97,64,100,48,96.156
89,99,87,45,72,95.497
97,87,83,71,46,93.47699999999999
41,30,38,98,42,60.618
38,42,94,37,83,71.70599999999999
76,83,98,95,92,108.18099999999998
48,47,72,34,41,58.959
70,60,31,71,99,80.652
100,33,30,44,35,58.839
77,52,34,62,86,75.75399999999999
44,57,99,60,54,76.52199999999999
43,55,63,44,100,74.39
37,59,97,42,46,68.494
91,81,84,71,46,90.80499999999999
56,57,59,35,33,58.446000000000005
89,95,69,85,64,97.88900000000001
52,98,49,44,66,75.314
96,41,37,30,73,67.439
92,94,66,47,36,81.54499999999999
73,76,57,33,87,79.452
61,80,36,40,95,76.06099999999999
35,97,34,72,97,81.695
54,43,72,42,98,75.344
56,95,57,60,78,84.33
41,98,47,56,83,79.245
75,93,89,67,54,92.069
66,44,68,42,81,73.351
97,35,32,98,33,71.72099999999999
43,69,31,75,86,74.101
98,51,32,35,34,60.803
44,99,34,84,96,87.032
46,81,53,32,36,60.424
79,96,81,67,74,96.71699999999998
40,58,98,51,36,68.957
68,79,54,96,98,96.24600000000001
97,93,43,93,38,88.567
100,55,34,96,63,84.679
89,36,57,53,46,68.37899999999999
99,75,41,45,30,70.547
65,94,50,88,40,82.05
61,74,69,73,79,86.748
84,74,44,82,72,86.686
76,100,92,71,51,94.98800000000001
70,45,90,76,60,83.048
43,89,86,93,34,84.035
38,58,56,31,58,58.755
41,38,98,62,37,67.237
80,51,40,30,57,62.819
91,87,33,37,89,82.098
51,80,100,95,78,98.45700000000001
63,90,72,32,65,78.475
87,48,31,87,94,84.501
71,33,83,72,83,83.31700000000001
72,99,56,94,94,101.116
63,34,74,69,48,70.125
69,31,96,77,59,80.85199999999999
48,94,62,43,67,76.544
66,84,49,31,82,76.047
38,98,37,90,98,88.01599999999999
64,56,63,83,82,84.783
80,92,61,49,61,83.54400000000001
38,68,73,45,68,71.195
43,38,40,64,31,52.584999999999994
85,90,46,85,32,82.24900000000001
85,97,63,63,67,91.334
34,59,32,95,47,65.032
71,77,48,49,46,70.859
95,90,57,52,56,85.214
97,33,62,55,93,82.804
30,77,97,37,92,81.247
74,34,61,96,77,83.28099999999999
60,72,88,97,82,97.221
41,38,66,53,65,64.102
35,76,33,91,92,79.719
93,50,82,57,91,90.86
99,82,51,71,46,84.93299999999999
71,46,55,91,48,75.699
81,62,42,35,96,77.003
34,74,61,69,72,75.575
75,41,88,68,52,78.89
94,84,77,70,57,93.007
63,48,69,95,62,82.06899999999999
83,88,48,95,53,89.33999999999999
71,39,30,95,85,77.928
40,99,80,56,43,77.499
71,58,86,94,78,94.27
69,40,82,98,88,91.84
81,65,31,33,91,73.34
42,32,66,64,42,59.918
64,59,93,33,65,76.52
93,70,68,83,30,83.69699999999999
53,72,84,73,59,83.084
47,95,33,73,71,77.74
83,83,63,96,53,92.023
97,59,59,99,79,95.678
75,77,36,34,43,64.519
98,89,59,69,58,90.80499999999999
43,89,30,68,92,78.506
97,39,75,93,67,90.304
90,100,49,60,47,84.231
50,98,66,30,88,80.966
70,52,59,86,58,79.13199999999999
57,41,47,74,31,60.843
92,55,62,45,76,80.367
86,51,35,99,63,81.288
68,64,62,50,74,77.48
94,73,89,47,64,89.37700000000001
84,91,57,87,60,92.28099999999999
78,36,39,51,38,58.879
98,92,55,68,59,90.563
98,82,60,62,99,97.685
49,48,33,80,35,59.637
60,87,40,83,91,87.972
50,39,39,31,61,53.61
48,81,34,71,46,68.199
93,95,99,56,39,93.005
49,58,52,87,97,83.60399999999998
97,63,97,94,70,102.506
71,62,73,35,45,69.652
97,62,45,30,30,64.22200000000001
36,59,99,88,92,91.18799999999999
33,76,50,57,68,69.241
44,30,30,32,76,51.684
98,45,30,68,75,76.91499999999999
57,40,72,67,88,78.963
61,56,91,90,68,89.16
42,77,30,43,89,68.526
88,93,51,40,67,82.56700000000001
42,92,54,36,33,62.621
76,89,94,62,91,100.405
96,84,33,92,73,92.02099999999999
54,65,93,40,53,74.32499999999999
66,54,72,41,48,68.439
97,99,72,57,89,100.85399999999998
92,31,63,38,42,64.724
34,79,37,54,78,68.764
80,59,83,68,38,79.842
54,68,53,55,70,73.107
57,37,35,98,75,73.551
78,35,31,75,51,65.7
38,65,41,49,41,57.012
76,77,74,35,55,77.216
64,31,75,63,50,68.911
84,90,68,45,97,93.58
99,87,86,65,45,92.99
58,52,60,67,88,79.205
53,95,37,72,76,81.15
81,89,69,50,36,79.124
66,89,83,60,60,87.22
71,65,80,40,74,80.41199999999999
90,35,33,55,60,66.437
100,67,84,98,50,97.108
83,38,50,84,78,81.07999999999998
45,53,54,83,96,80.687
66,79,97,84,83,99.66300000000001
54,97,68,73,59,85.52199999999999
30,43,42,99,64,67.737
73,45,64,59,60,73.299
47,70,66,51,68,73.61099999999999
53,54,70,94,50,78.174
100,52,88,100,79,102.015
45,41,65,68,83,73.613
99,97,88,70,48,97.86800000000001
91,63,35,53,68,75.473
97,50,93,80,88,99.366
86,39,33,71,48,67.393
91,42,41,71,71,76.922
44,80,78,72,91,88.991
56,53,48,100,90,84.54599999999999
68,51,96,69,73,86.976
37,37,75,81,40,65.765
34,84,56,31,86,70.991
74,79,49,82,86,90.136
70,35,88,87,68,84.75299999999999
74,66,88,95,86,99.63900000000001
53,98,93,58,56,87.244
52,65,36,78,30,63.532
77,54,59,53,77,77.95
90,30,56,60,51,69.839
62,87,84,44,53,80.40499999999999
78,99,92,94,46,99.59199999999998
35,92,66,89,62,83.839
97,85,98,37,50,89.367
89,67,44,61,71,80.84
59,62,39,57,90,74.823
32,79,80,53,37,68.484
82,33,85,31,52,68.90899999999999
55,54,63,92,65,80.139
31,57,30,95,91,74.11
54,98,40,63,58,76.25899999999999
99,32,68,92,99,94.969
42,51,33,74,44,59.422
83,40,51,47,52,66.451
36,85,70,77,87,86.55799999999999
97,74,78,96,59,98.345
96,70,100,74,59,97.14899999999999
93,53,37,32,73,70.12700000000001
70,91,91,70,38,87.668
100,94,35,76,78,93.25399999999999
94,48,39,38,74,71.33999999999999
35,38,79,45,77,66.818
89,70,51,62,97,89.893
42,57,30,97,42,65.25299999999999
78,72,92,87,72,97.67299999999999
67,45,44,43,34,56.708999999999996
77,86,55,39,98,86.525
79,66,99,37,41,78.414
46,94,75,68,68,85.55199999999999
48,64,49,96,93,85.301
32,73,84,70,98,87.072
46,49,76,42,56,65.558
31,32,86,83,88,78.023
70,99,35,40,95,82.631
54,62,90,94,98,97.00799999999998
47,46,78,39,49,63.111999999999995
55,98,69,55,73,85.30799999999999
89,98,41,71,97,96.472
36,85,90,69,64,83.85900000000001
83,70,68,73,73,89.382
42,97,86,83,65,90.91
52,81,74,91,57,86.482
86,78,50,75,98,94.279
92,34,50,33,75,69.154
82,47,83,70,95,91.84899999999999
50,57,67,55,100,80.221
48,46,67,92,49,73.54899999999999
79,92,82,35,98,94.089
83,34,77,70,56,77.9
85,76,85,32,80,87.22999999999999
90,60,46,48,45,70.33300000000001
84,45,70,32,86,77.23400000000001
70,63,72,86,45,81.803
90,74,42,72,75,85.955
46,66,98,51,81,83.386
70,33,93,35,63,71.624
54,94,38,74,98,87.268
79,38,52,34,33,57.425000000000004
84,65,94,87,67,96.68
67,48,54,80,63,75.97699999999999
49,87,86,91,30,83.53299999999999
51,90,33,76,90,82.872
90,76,54,96,85,97.653
80,68,34,53,37,66.192
65,53,73,51,88,80.427
86,40,90,35,87,82.35199999999999
74,50,39,93,44,73.003
45,93,68,40,54,73.124
77,69,52,76,57,80.59100000000001
68,42,93,64,60,79.64800000000001
52,75,63,62,87,82.637
97,40,98,47,85,89.39200000000001
87,63,64,52,31,72.273
61,32,66,48,77,69.203
46,70,78,58,67,77.753
84,84,99,92,69,104.24099999999999
61,42,42,58,100,73.852
55,74,51,65,91,81.9
68,76,82,51,68,84.06099999999999
81,76,88,92,88,103.534
32,91,32,76,80,75.82400000000001
70,73,39,57,48,69.87899999999999
35,62,77,86,69,80.189
79,96,59,30,39,73.78300000000002
60,64,47,56,83,75.547
50,80,62,71,44,74.781
52,35,82,65,91,79.222
73,85,54,34,51,72.339
80,94,33,83,36,79.33699999999999
59,62,92,53,70,81.88300000000001
71,72,32,46,65,69.661
33,46,89,39,51,62.898
74,79,48,99,70,90.10300000000001
52,68,96,80,43,82.57499999999999
64,46,36,43,79,65.3
49,33,71,41,46,58.467
47,92,52,71,100,88.263
82,88,99,46,83,96.98500000000001
33,47,94,37,69,68.286
73,49,66,77,48,76.197
82,55,64,98,81,92.539
40,42,37,98,72,70.41
36,79,96,51,95,87.08
45,81,45,63,48,68.703
86,42,79,77,32,76.887
60,73,49,70,91,83.59299999999999
45,99,94,86,78,97.99
47,85,80,52,31,71.865
46,31,49,41,90,62.66499999999999
52,36,57,35,78,62.89099999999999
58,34,77,35,99,73.88
97,78,54,65,84,92.057
82,49,100,36,32,72.78800000000001
49,91,70,72,36,77.458
39,31,93,37,97,72.45
65,73,62,98,64,88.16400000000002
64,30,56,67,81,72.598
66,33,38,94,98,80.148
48,56,77,52,37,65.76899999999999
40,86,83,82,94,93.872
54,98,49,91,65,86.97399999999999
78,50,58,31,93,75.54599999999999
45,85,58,57,40,69.43299999999999
65,65,58,94,75,86.959
96,63,65,70,70,88.624
61,74,49,68,84,81.878
53,90,84,44,42,76.26399999999998
69,67,61,41,58,72.103
95,48,89,46,92,90.136
86,97,45,42,81,85.511
67,49,83,65,97,87.982
81,62,43,97,59,83.248
64,89,87,99,75,100.864
30,56,54,43,98,68.559
72,56,80,66,85,87.471
80,82,30,37,71,73.074
54,57,99,47,39,72.108
90,86,69,30,78,86.0
59,63,77,100,37,81.803
55,92,98,97,82,103.33099999999999
99,75,99,37,67,91.82
86,94,81,75,64,97.417
73,65,97,81,73,94.762
43,60,97,48,100,84.878
55,82,30,64,41,66.235
66,89,74,96,86,100.142
40,40,90,69,42,68.457
73,60,44,53,78,75.031
94,37,95,82,54,88.112
63,60,58,49,94,78.975
69,40,69,31,53,63.812
61,34,48,45,57,59.67
90,100,64,49,68,90.363
75,92,76,49,49,83.05399999999999
51,100,48,67,91,87.02999999999999
71,74,96,75,73,94.77199999999999
66,38,94,53,83,81.394
54,33,61,89,31,65.226
67,73,100,70,66,91.606
88,95,84,94,70,104.964
94,91,33,51,89,87.202
31,76,63,68,90,79.992
95,80,83,67,71,96.438
64,66,32,66,91,77.733
38,87,67,65,60,77.267
92,82,64,83,53,91.042
55,65,88,90,72,90.152
56,71,60,59,32,67.693
58,32,35,53,49,55.268
80,71,32,55,43,68.392
94,55,81,78,81,94.731
77,42,55,75,33,68.612
90,39,36,37,54,62.301
54,85,90,96,49,91.101
37,65,99,50,68,77.78
62,86,50,72,83,86.019
46,95,49,75,47,76.008
62,78,86,62,84,90.666
63,69,65,92,62,85.48799999999999
57,71,67,81,99,91.404
33,42,78,56,49,62.87899999999999
55,51,35,35,84,63.37899999999999
64,73,51,91,88,89.417
71,42,30,44,84,66.02199999999999
40,31,51,58,99,68.03699999999999
89,95,52,34,46,76.938
52,67,97,60,33,75.26499999999999
73,77,65,41,75,80.652
43,67,49,54,56,65.55199999999999
85,80,34,88,81,89.61500000000001
31,72,59,46,72,68.28399999999999
99,75,70,32,52,79.85399999999998
77,89,64,53,57,82.81
88,49,82,97,90,98.88099999999999
61,47,38,50,46,58.922
56,70,66,51,75,77.50399999999999
30,32,61,36,83,59.035
94,49,85,69,67,88.62599999999998
90,37,61,100,33,78.077
40,55,98,36,62,70.95
89,80,79,97,59,98.36
66,43,53,48,65,66.985
55,35,79,87,57,76.232
90,99,69,34,61,85.97899999999998
56,65,94,75,61,85.518
83,63,49,52,90,82.1
71,74,98,97,32,90.561
46,73,96,99,94,99.455
42,57,93,61,44,72.36699999999999
43,95,92,30,38,72.634
93,65,37,94,71,87.63099999999999
43,81,83,30,95,80.987
52,52,49,55,98,74.603
74,61,75,74,95,92.34899999999999
59,72,66,66,52,76.728
56,64,88,51,93,85.818
50,67,41,44,77,68.009
59,63,37,31,70,63.361
60,58,88,42,32,68.19
94,89,89,34,98,98.452
97,49,62,56,74,82.29599999999999
62,91,60,52,46,75.75399999999999
84,71,100,68,56,92.29599999999999
85,53,45,82,43,74.943
36,53,75,53,58,67.033
66,59,84,48,78,81.638
69,56,37,100,99,87.945
91,70,100,82,57,97.393
31,97,48,48,32,62.385999999999996
86,81,65,61,98,95.26899999999998
35,45,38,80,42,58.452
44,59,87,80,67,82.12699999999998
68,78,63,74,88,90.402
66,93,83,63,77,93.08999999999999
47,99,98,49,93,94.134
64,65,59,33,72,71.40299999999999
76,33,72,39,45,64.51400000000001
95,62,48,55,39,72.75
35,34,55,73,53,60.91
69,77,98,82,97,103.089
32,64,75,60,40,66.03999999999999
89,41,88,65,80,88.40899999999999
35,87,81,97,63,88.46799999999999
92,84,72,72,76,96.444
46,75,84,31,85,78.286
47,59,83,67,74,80.43299999999999
67,93,35,89,78,88.18299999999999
52,96,52,43,53,72.13
36,56,79,97,34,73.553
62,69,44,33,44,61.37499999999999
90,48,57,34,79,75.01700000000001
97,81,74,83,54,94.693
30,96,45,73,90,81.453
51,40,53,85,83,76.024
45,45,33,69,83,67.024
51,88,63,83,35,77.93
75,75,54,77,80,87.93700000000001
54,42,92,60,93,83.12899999999999
94,78,67,41,79,87.446
